EASTING,NORTHING,SITENAME,COORDREFER,HECTARES,PLANSTATUS,PLANHISTOR,OWNERSHIP,NOTES,FIRSTADDED,LASTUPDATE,LATITUDE,LONGITUDE,ORGANISATI,ORGANISA_1,PREVIOUSLY,SITEPLANUR,DELIVERABL,PERMTYPE,PERMDATE,PROPFORPIP,MINNETDWEL,DEVDESCR,NONHOUSING,SITEINFORM,PART2,NETRANGEFR,NETRANGETO,SITEREF,HAZSUB,SHAPE_AREA,SHAPE_LEN
"359,721.31","403,439.86", Ince Police Station 492 - 494 Warrington Road Ince,OSGB36,0.08,Permissioned,"https://wigan.maps.arcgis.com/apps/webappviewer/index.html?id=ce2e56afe2ad411bacfa8cb6706f8f84&extent=359421.31057992,403589.86047902,360021.31057992,403289.86047902,27700",Not owned by a public authority,A/14/79718 refers,31/07/2017, ,53.526083,-2.609051,Wigan Council,http://opendatacommunities.org/id/metropolitan-district-council/wigan, ," https://www.arcgis.com/apps/webappviewer/index.html?id=4c4af404cd73491b8cf8dba6fc465395&query=Wigan_Brownfield_2017_Rev_A_9008_0,SITEREF,SHLAA0303",Yes,Full planning permission,25/11/2014, ,8,"Change of use to 4 apartments and erection of 4 dwellings""""", , , , , ,SHLAA0303,,833.76125,124.7587481
"356,693.54","400,816.32",159-163  Downall Green Road Ashton-In-Makerfield Wigan WN4 0DW,OSGB36,0.05,Permissioned,"https://wigan.maps.arcgis.com/apps/webappviewer/index.html?id=ce2e56afe2ad411bacfa8cb6706f8f84&extent=356393.54110828,400966.3170009,356993.54110828,400666.3170009,27700",Not owned by a public authority,A/15/80412 refers,31/07/2017, ,53.502261,-2.654358,Wigan Council,http://opendatacommunities.org/id/metropolitan-district-council/wigan, ," https://www.arcgis.com/apps/webappviewer/index.html?id=4c4af404cd73491b8cf8dba6fc465395&query=Wigan_Brownfield_2017_Rev_A_9008_0,SITEREF,SHLAA0313",Yes,Full planning permission,11/12/2015, ,10,"Change of use to 4 one bedroomed and 6 two bedroomed apartments""""", , , , , ,SHLAA0313,,480.1357385,88.46517928
"358,573.10","399,938.65",Development Land East Of 2 - 4 Woods Lane Ashton-In-Makerfield,OSGB36,0.1,Permissioned,"https://wigan.maps.arcgis.com/apps/webappviewer/index.html?id=ce2e56afe2ad411bacfa8cb6706f8f84&extent=358273.10491996,400088.64696817,358873.10491996,399788.64696817,27700",Not owned by a public authority,A/14/80022 refers,31/07/2017, ,53.494525,-2.625906,Wigan Council,http://opendatacommunities.org/id/metropolitan-district-council/wigan, ," https://www.arcgis.com/apps/webappviewer/index.html?id=4c4af404cd73491b8cf8dba6fc465395&query=Wigan_Brownfield_2017_Rev_A_9008_0,SITEREF,SHLAA0307",Yes,Full planning permission,15/01/2015, ,7,"Erect 7 three bedroomed dwellings""""", , , , , ,SHLAA0307,,987.7469375,132.6650941
"360,045.76","405,433.21",Warehouse Humphrey Street Ince,OSGB36,0.02,Permissioned,"https://wigan.maps.arcgis.com/apps/webappviewer/index.html?id=ce2e56afe2ad411bacfa8cb6706f8f84&extent=359745.75978274,405583.20747877,360345.75978274,405283.20747877,27700",Not owned by a public authority,A/15/81565 refers,31/07/2017, ,53.544024,-2.604412,Wigan Council,http://opendatacommunities.org/id/metropolitan-district-council/wigan, ," https://www.arcgis.com/apps/webappviewer/index.html?id=4c4af404cd73491b8cf8dba6fc465395&query=Wigan_Brownfield_2017_Rev_A_9008_0,SITEREF,SHLAA0341",Yes,Other (PDP),17/12/2015, ,6,"Change of use to 4 one bedroomed and  2 two bedroomed apartments""""", , , , , ,SHLAA0341,,189.8625,58.51662107
"358,046.27","405,891.24",1 - 5 New Market Street Wigan WN1 1SE,OSGB36,0.04,Permissioned,"https://wigan.maps.arcgis.com/apps/webappviewer/index.html?id=ce2e56afe2ad411bacfa8cb6706f8f84&extent=357746.26767943,406041.24295606,358346.26767943,405741.24295606,27700",Not owned by a public authority,A/15/80382 refers,31/07/2017, ,53.547983,-2.634646,Wigan Council,http://opendatacommunities.org/id/metropolitan-district-council/wigan, ," https://www.arcgis.com/apps/webappviewer/index.html?id=4c4af404cd73491b8cf8dba6fc465395&query=Wigan_Brownfield_2017_Rev_A_9008_0,SITEREF,SHLAA0312",Yes,Full planning permission,30/04/2015, ,6,"Conversion of 3 terraced dwellings to 9 two bedroomed apartments""""", , , , , ,SHLAA0312,,367.4487455,76.14742063
"363,549.81","399,823.16",Site Of Methodist School Plank Lane Leigh,OSGB36,0.15,Permissioned,"https://wigan.maps.arcgis.com/apps/webappviewer/index.html?id=ce2e56afe2ad411bacfa8cb6706f8f84&extent=363249.80855265,399973.15635105,363849.80855265,399673.15635105,27700",Not owned by a public authority,A/16/82187 refers,31/07/2017, ,53.493856,-2.550881,Wigan Council,http://opendatacommunities.org/id/metropolitan-district-council/wigan, ," https://www.arcgis.com/apps/webappviewer/index.html?id=4c4af404cd73491b8cf8dba6fc465395&query=Wigan_Brownfield_2017_Rev_A_9008_0,SITEREF,SHLAA0357",Yes,Full planning permission,10/06/2016, ,7,"Erect 7 three bedroomed dwellings""""", , , , , ,SHLAA0357,,"1,517.57",157.8064635
"355,581.01","404,181.42",Pemberton Central Ward Labour Club Enfield Street Wigan WN5 8DJ,OSGB36,0.14,Permissioned,"https://wigan.maps.arcgis.com/apps/webappviewer/index.html?id=ce2e56afe2ad411bacfa8cb6706f8f84&extent=355281.01101865,404331.41512232,355881.01101865,404031.41512232,27700",Not owned by a public authority,A/14/79465 refers,31/07/2017, ,53.532413,-2.671607,Wigan Council,http://opendatacommunities.org/id/metropolitan-district-council/wigan, ," https://www.arcgis.com/apps/webappviewer/index.html?id=4c4af404cd73491b8cf8dba6fc465395&query=Wigan_Brownfield_2017_Rev_A_9008_0,SITEREF,SHLAA0301",Yes,Full planning permission,26/09/2014, ,9,"Erect 10 three bedroomed terraced dwellings""""", , , , , ,SHLAA0301,,"1,386.79",166.3800997
"360,339.60","402,479.84","Open land south of 12 Car Street, Platt Bridge",OSGB36,0.24,Permissioned,"https://wigan.maps.arcgis.com/apps/webappviewer/index.html?id=ce2e56afe2ad411bacfa8cb6706f8f84&extent=360039.59778716,402629.83550384,360639.59778716,402329.83550384,27700",Not owned by a public authority,A/12/76863 refers,31/07/2017, ,53.517501,-2.599603,Wigan Council,http://opendatacommunities.org/id/metropolitan-district-council/wigan, ," https://www.arcgis.com/apps/webappviewer/index.html?id=4c4af404cd73491b8cf8dba6fc465395&query=Wigan_Brownfield_2017_Rev_A_9008_0,SITEREF,SHLAA0127",Yes,Full planning permission,20/08/2014, ,12,"Erection of four three bedroom and eight four bedroom houses""""", , , , , ,SHLAA0127,,"2,446.96",217.9601463
"365,472.38","399,643.49",Stonehouse Day Nursery St Helens Road Leigh,OSGB36,0.25,Not permissioned,"https://wigan.maps.arcgis.com/apps/webappviewer/index.html?id=ce2e56afe2ad411bacfa8cb6706f8f84&extent=365172.3840333,399793.48848254,365772.3840333,399493.48848254,27700",Owned by public authority, ,31/07/2017, ,53.492372,-2.521884,Wigan Council,http://opendatacommunities.org/id/metropolitan-district-council/wigan, ," https://www.arcgis.com/apps/webappviewer/index.html?id=4c4af404cd73491b8cf8dba6fc465395&query=Wigan_Brownfield_2017_Rev_A_9008_0,SITEREF,SHLAA0415", , , , ,8, , , , , , ,SHLAA0415,,"2,540.93",214.085086
"358,411.82","405,418.36","Car park, former Town Hall site, Rodney Street",OSGB36,0.38,Not permissioned,"https://wigan.maps.arcgis.com/apps/webappviewer/index.html?id=ce2e56afe2ad411bacfa8cb6706f8f84&extent=358111.82154546,405568.36042873,358711.82154546,405268.36042873,27700",Not owned by a public authority, ,31/07/2017, ,53.543763,-2.629066,Wigan Council,http://opendatacommunities.org/id/metropolitan-district-council/wigan, ," https://www.arcgis.com/apps/webappviewer/index.html?id=4c4af404cd73491b8cf8dba6fc465395&query=Wigan_Brownfield_2017_Rev_A_9008_0,SITEREF,SHLAA0407", , , , ,38, , , , , , ,SHLAA0407,,"3,809.33",326.2209628
"356,885.57","400,240.78",Walkden House,OSGB36,0.2,Not permissioned,"https://wigan.maps.arcgis.com/apps/webappviewer/index.html?id=ce2e56afe2ad411bacfa8cb6706f8f84&extent=356585.56876853,400390.77562214,357185.56876853,400090.77562214,27700",Owned by public authority, ,31/07/2017, ,53.497105,-2.651383,Wigan Council,http://opendatacommunities.org/id/metropolitan-district-council/wigan, ," https://www.arcgis.com/apps/webappviewer/index.html?id=4c4af404cd73491b8cf8dba6fc465395&query=Wigan_Brownfield_2017_Rev_A_9008_0,SITEREF,SHLAA0411", , , , ,12, , , , , , ,SHLAA0411, ,"2,043.01",171.2899219
"358,559.26","405,407.18","Land adjacent to Premier Inn, Harrogate Street",OSGB36,0.44,Not permissioned,"https://wigan.maps.arcgis.com/apps/webappviewer/index.html?id=ce2e56afe2ad411bacfa8cb6706f8f84&extent=358259.25872001,405557.17737843,358859.25872001,405257.17737843,27700",Not owned by a public authority, ,31/07/2017, ,53.543674,-2.62684,Wigan Council,http://opendatacommunities.org/id/metropolitan-district-council/wigan, ," https://www.arcgis.com/apps/webappviewer/index.html?id=4c4af404cd73491b8cf8dba6fc465395&query=Wigan_Brownfield_2017_Rev_A_9008_0,SITEREF,SHLAA0405", , , , ,44, , , , , , ,SHLAA0405,,"4,384.03",379.1323409
"358,711.12","405,795.31",1-40 Limefield Scholes,OSGB36,0.36,Not permissioned,"https://wigan.maps.arcgis.com/apps/webappviewer/index.html?id=ce2e56afe2ad411bacfa8cb6706f8f84&extent=358411.11683239,405945.31005367,359011.11683239,405645.31005367,27700",Owned by public authority, ,31/07/2017, ,53.547174,-2.6246,Wigan Council,http://opendatacommunities.org/id/metropolitan-district-council/wigan, ," https://www.arcgis.com/apps/webappviewer/index.html?id=4c4af404cd73491b8cf8dba6fc465395&query=Wigan_Brownfield_2017_Rev_A_9008_0,SITEREF,SHLAA0414", , , , ,18, , , , , , ,SHLAA0414, ,"3,565.91",264.4175201
"367,502.20","399,977.99","Site of Chadwicks Waste Transfer, Rowan Meadows, Leigh",OSGB36,1.1,Permissioned,"https://wigan.maps.arcgis.com/apps/webappviewer/index.html?id=ce2e56afe2ad411bacfa8cb6706f8f84&extent=367202.2026418,400127.98880862,367802.2026418,399827.98880862,27700",Not owned by a public authority,A/17/84214 refers,31/07/2017,22/11/2017,53.495509,-2.491325,Wigan Council,http://opendatacommunities.org/id/metropolitan-district-council/wigan, ," https://www.arcgis.com/apps/webappviewer/index.html?id=4c4af404cd73491b8cf8dba6fc465395&query=Wigan_Brownfield_2017_Rev_A_9008_0,SITEREF,SHLAA0404",Yes,Full planning permission,10/11/2017, ,27,"Erect 10 three bedroomed and 17 four bedroomed dwellings""""", , , , , ,SHLAA0404,,"11,002.80",645.0541838
"365,546.33","400,168.80",14 Railway Road Leigh WN7 4AX,OSGB36,0.02,Permissioned,"https://wigan.maps.arcgis.com/apps/webappviewer/index.html?id=ce2e56afe2ad411bacfa8cb6706f8f84&extent=365246.33481779,400318.80005819,365846.33481779,400018.80005819,27700",Not owned by a public authority,A/17/84085 refers,31/07/2017, ,53.497099,-2.520827,Wigan Council,http://opendatacommunities.org/id/metropolitan-district-council/wigan, ," https://www.arcgis.com/apps/webappviewer/index.html?id=4c4af404cd73491b8cf8dba6fc465395&query=Wigan_Brownfield_2017_Rev_A_9008_0,SITEREF,SHLAA0419",Yes,Full planning permission,26/07/2017, ,6,"Change of use from B1a to 6 one bedroomed apartments""""", , , , , ,SHLAA0419,,209.107935,58.90533343
"357,163.94","406,354.92",5 Springfield Road Wigan WN6 7AT,OSGB36,0.02,Permissioned,"https://wigan.maps.arcgis.com/apps/webappviewer/index.html?id=ce2e56afe2ad411bacfa8cb6706f8f84&extent=356863.94072191,406504.92093429,357463.94072191,406204.92093429,27700",Not owned by a public authority,A/17/84078 refers,31/07/2017, ,53.552079,-2.648025,Wigan Council,http://opendatacommunities.org/id/metropolitan-district-council/wigan, ," https://www.arcgis.com/apps/webappviewer/index.html?id=4c4af404cd73491b8cf8dba6fc465395&query=Wigan_Brownfield_2017_Rev_A_9008_0,SITEREF,SHLAA0418",Yes,Full planning permission,20/07/2017, ,7,"Conversion from 1 three bedroomed dwelling to 7 one bedroomed apartments""""", , , , , ,SHLAA0418,,239.37,64.4153476
"360,107.74","398,060.38",HI Q Fabrications Ltd Clarence Street Golborne Warrington WA3 3RR,OSGB36,0.16,Permissioned,"https://wigan.maps.arcgis.com/apps/webappviewer/index.html?id=ce2e56afe2ad411bacfa8cb6706f8f84&extent=359807.73562691,398210.37947454,360407.73562691,397910.37947454,27700",Not owned by a public authority,A/17/83573 refers,31/07/2017, ,53.477763,-2.602536,Wigan Council,http://opendatacommunities.org/id/metropolitan-district-council/wigan, ," https://www.arcgis.com/apps/webappviewer/index.html?id=4c4af404cd73491b8cf8dba6fc465395&query=Wigan_Brownfield_2017_Rev_A_9008_0,SITEREF,SHLAA0417",Yes,Outline planning permission,06/07/2017, ,5,"Erect 2 two bedroomed and 3 three bedroomed dwellings""""", , , , , ,SHLAA0417,,"1,624.20",230.3641267
"363,030.70","397,508.53",Oaklands Newton Road,OSGB36,0.81,Not permissioned,"https://wigan.maps.arcgis.com/apps/webappviewer/index.html?id=ce2e56afe2ad411bacfa8cb6706f8f84&extent=362730.70429027,397658.52509634,363330.70429027,397358.52509634,27700",Owned by public authority, ,11/10/2017,31/10/2017,53.473017,-2.558432,Wigan Council,http://opendatacommunities.org/id/metropolitan-district-council/wigan, ," https://www.arcgis.com/apps/webappviewer/index.html?id=4c4af404cd73491b8cf8dba6fc465395&query=Wigan_Brownfield_2017_Rev_A_9008_0,SITEREF,SHLAA0423", , , , ,15, , , , , , ,SHLAA0423, ,"8,132.60",375.4060443
"359,494.59","404,494.55",Land east of Phoenix Way,OSGB36,0.7,Permissioned,"https://wigan.maps.arcgis.com/apps/webappviewer/index.html?id=ce2e56afe2ad411bacfa8cb6706f8f84&extent=359194.59476795,404644.5494616,359794.59476795,404344.5494616,27700",Not owned by a public authority,A/14/79668 refers,20/11/2017, ,53.535545,-2.612607,Wigan Council,http://opendatacommunities.org/id/metropolitan-district-council/wigan, ," https://www.arcgis.com/apps/webappviewer/index.html?id=4c4af404cd73491b8cf8dba6fc465395&query=Wigan_Brownfield_2017_Rev_A_9008_0,SITEREF,SHLAA0327",Yes,Outline planning permission,20/01/2015, ,40,"Erect 40 dwellings""""", , , , , ,SHLAA0327,,"6,955.38",410.8585886
